,Title,Year,imdbID,Type,Poster
131,Pokémon Super Mystery Dungeon,2015,tt6279010,game,https://m.media-amazon.com/images/M/MV5BMTRlMWI1ZjItOTQzNi00M2EwLWJiOWUtOTk5NTMxY2Q4M2M0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjMxNzQ2NTQ@._V1_SX300.jpg
132,Pokémon Mystery Dungeon: Blue Rescue Team,2005,tt1731214,game,https://m.media-amazon.com/images/M/MV5BMzFjM2ZjOTMtYTE4My00YzEwLTk3MDctMDBlMjc2ZGYzYTg3XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg
133,Pokémon: Pikachu's Jukebox,1999–2000,tt6328874,series,https://m.media-amazon.com/images/M/MV5BNWY4MTFlN2MtYmMxMi00NDU0LWEyYmUtZDI0NjA2NjIxYTYyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
134,Pokemon Ieruka neo?,2000,tt0258034,movie,N/A
135,Pokémon Ranger,2006,tt1731219,game,https://m.media-amazon.com/images/M/MV5BOGEzMmVhN2ItZjE4ZC00N2ZkLTgxODctZjJhZTI0ZGExZGIzXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg
136,Pokémon Puzzle Challenge,2000,tt0814269,game,N/A
137,Pokémon Karaokémon: Two Perfect Girls,2000–2001,tt6329020,series,https://m.media-amazon.com/images/M/MV5BZjc0ZGU5ZTEtNjlhMy00ZmZlLThkYTgtZmNmMzgwNDU5YTM2XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
138,Pokémon Masters,2019,tt10314988,game,https://m.media-amazon.com/images/M/MV5BODhiZDNlNDEtZGQxMS00N2U5LWI0ZmUtMTlmODk1YjI4MGU0XkEyXkFqcGdeQXVyNjc5NDczMDE@._V1_SX300.jpg
139,Pokémon Mystery Dungeon: Red Rescue Team,2005,tt1769330,game,N/A
140,Pokémon Red and Blue Game Boy School Bus Commercial,1998,tt7682132,movie,https://m.media-amazon.com/images/M/MV5BYzBkMmU4NDktYTZhNC00OTY1LTlkMTYtNjk4NGM0NjEyNzA2XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
141,Pokemon XY,2013,tt9894012,movie,https://m.media-amazon.com/images/M/MV5BZjBmNDMxOGYtMWZiOC00OTQ2LWIwMWQtZDJmNjkwZjJmY2U4XkEyXkFqcGdeQXVyOTY0MDUzMDg@._V1_SX300.jpg
142,Pokémon: Sword & Shield,2019–,tt11570368,series,https://m.media-amazon.com/images/M/MV5BZDgyNzJjN2EtNmE1My00MTBiLTk3MmYtMjhhNDdmNTRkNTI5XkEyXkFqcGdeQXVyMTA2NzQ3NzYy._V1_SX300.jpg
143,Pokémon: A New Beginning,2016,tt5906638,movie,https://m.media-amazon.com/images/M/MV5BZGIxYzU5YzYtOTU0MS00MjBhLTg0MDktOTgzMzUzYTJhNDM2XkEyXkFqcGdeQXVyNDgyMTE0ODk@._V1_SX300.jpg
144,Pokémon Rumble Blast,2011,tt2025673,game,https://m.media-amazon.com/images/M/MV5BOWFlNDdkYTItODQyMy00MzRkLTkyZjctOTg3NmU2Y2FhYWE2XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
145,Pokémon 3D Adventure: Myu o Sagase!,2005,tt3433608,movie,https://m.media-amazon.com/images/M/MV5BY2E1MGJkOGMtMzhhYi00NzFhLTlkMmYtMTAyZTA2OTAxM2Y1XkEyXkFqcGdeQXVyNjM2NDIwMzQ@._V1_SX300.jpg
146,Pokemon: The After Years,2012,tt2562594,movie,https://m.media-amazon.com/images/M/MV5BOGI1Y2MwNDEtMTc0Ny00MDgxLWI0MDMtYTViNWU1NWY1MDUzXkEyXkFqcGdeQXVyMjU4MDcyNw@@._V1_SX300.jpg
147,"Hoopa, the Mischief Pokémon",2015,tt7784584,movie,https://m.media-amazon.com/images/M/MV5BZGU4ZWQ0ZWEtYmJkZS00MTM4LThmZGUtNzVmNGFhYjdlODBmXkEyXkFqcGdeQXVyNTUwNjUwNg@@._V1_SX300.jpg
148,Black Mirror: Pokémon Go,2016,tt9703028,movie,https://m.media-amazon.com/images/M/MV5BNjU1YmQ3Y2MtMDkyZS00ODlkLTk2MzEtM2Q2Njg4ZWZmNDFjXkEyXkFqcGdeQXVyNjc1NDY3NzU@._V1_SX300.jpg
149,Pokémon: Pikachu's Winter Vacation 2,1999–,tt18814950,series,N/A
150,Pokémon: Trainer Tour,2024–,tt33051864,series,https://m.media-amazon.com/images/M/MV5BMzE1YTI4NTktZTBkZS00Nzc5LWExZGQtY2QwNDIwZTliZTI0XkEyXkFqcGc@._V1_SX300.jpg
151,Pokémon Pinball,1999,tt3415352,game,N/A
152,Pokémon Trozei!,2005,tt1244612,game,N/A
153,Pokémon Rumble,2009,tt1606815,game,N/A
154,Pokémon Trading Card Game,1998,tt3399790,game,N/A
155,Real Life Pokemon,2010–,tt2826760,series,N/A
156,Pokémon Conquest,2012,tt2160333,game,N/A
157,"Pokemon GO! Catching Where I Want to, Not Prohibited by Law",2016,tt5900980,movie,https://m.media-amazon.com/images/M/MV5BYWQ1MzVkMjgtYmVkYS00NWE5LWFjYmItZjkzZDQ2ODExMTkwXkEyXkFqcGdeQXVyNjc2ODYxNTg@._V1_SX300.jpg
158,Hunters of the Pokemon,2016,tt5922512,movie,N/A
159,Pokémon Generations Abridged,2016–,tt10510366,series,https://m.media-amazon.com/images/M/MV5BZWM5MzY4ZmItNzk0OC00NGEyLTg5MjAtNjRjZWNjMDVlZDhmXkEyXkFqcGc@._V1_SX300.jpg
160,Pokemon Omega Ruby,2014,tt4703668,game,N/A
161,Pokémon Channel,2003,tt1959510,game,N/A
162,Pokémon Ranger: Guardian Signs,2010,tt1731221,game,N/A
163,Pokémon Box Ruby & Sapphire,2003,tt3399658,game,https://m.media-amazon.com/images/M/MV5BMThiYjExODAtZjE3ZS00ODNlLTkxYWQtZjQxMGZjMzY1NWVmXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
164,Pokémon Pinball: Ruby & Sapphire,2003,tt3417534,game,https://m.media-amazon.com/images/M/MV5BNWYwMDk0NTUtODM2My00OWY4LWIxZTQtYjQ5NWI5N2UxNTIzXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
165,Pokémon Ranger: Shadows of Almia,2008,tt1731220,game,N/A
166,My Pokémon Ranch,2008,tt1265133,game,N/A
167,Pokémon Dash,2004,tt1265153,game,N/A
168,Pokemon Alpha Sapphire,2014,tt4703670,game,N/A
169,Pokémon Picross,2015,tt5355078,game,https://m.media-amazon.com/images/M/MV5BYzMxZTVmMTctYjM4OC00ZmYxLWEzYmYtMWViNGUwMzEzNzQyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
170,Pokémon Rumble U,2013,tt2726876,game,N/A
171,Stupid Pokemon Friends,2013,tt3121716,movie,N/A
172,R-Rated Pokemon,2007,tt3194538,movie,N/A
173,Planeta Pokémon,2005–2009,tt1868881,series,N/A
174,Pokémon-manía,2000–,tt1918082,series,N/A
175,Pokemon fushigi no danjon: Mezase! Hirari no boukendan,2009,tt1937288,game,N/A
176,Batoru and getto! Pokemon taipingu DS,2011,tt1947968,game,N/A
177,Pokemon Gets Played,2011,tt2147840,movie,N/A
178,Pokémon Poké Ball Launcher,2006,tt3419784,game,N/A
179,Pokémon Seek & Find,2006,tt3422040,game,N/A
180,Pokémon Trading Card Game: Trainer Video,1999,tt3427260,movie,https://m.media-amazon.com/images/M/MV5BOWMxNGI4MWYtNDk0ZC00MGRlLWI0ODctNjY5MTM1ZTE3N2JiXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
181,Pokémon: Team Turbo,2005,tt3417416,game,N/A
182,Pokémon Team Rocket Blast Off,2006,tt3417430,game,N/A
183,Pokémon Pinball Mini,2001,tt3417436,game,N/A
184,Pokémon Zany Cards,2001,tt3453744,game,N/A
185,Pokémon Puzzle Collection,2001,tt3456028,game,N/A
186,Pokémon PC Master,2006,tt3456032,game,N/A
187,Pokémon Battrio,2007,tt3461064,game,N/A
188,Pokémon Medal World,2011,tt3463516,game,N/A
189,Pokémon Tretta,2012,tt3465878,game,N/A
190,Pokémon Tetris,2002,tt3472852,game,N/A
191,Pokémon Card GB2: GR Dan Sanjou!,2001,tt3411136,game,N/A
192,Pokémon Masters Arena,2004,tt3414324,game,N/A
193,A Sneak Peek at Pokémon,1998,tt3429756,movie,N/A
194,Pokémon Party Mini,2001,tt3432728,game,N/A
195,Pokémon Puzzle Collection Vol. 2,2002,tt3478202,game,N/A
196,Pokémon Dream Radar,2012,tt3515550,game,N/A
197,Pokémon Bank,2013,tt3526844,game,N/A
198,Pokémon Card Game Asobikata DS,2011,tt3556234,game,N/A
199,Pokémon Battle Trozei,2014,tt3593372,game,N/A
200,Pokémon Race mini,2002,tt3449310,game,N/A
201,Pokémon sodate ya-san mini,2002,tt3449590,game,N/A
202,Pikachu Gets Pokemon Rabies,2012,tt3670894,movie,N/A
203,Comedy Bit 151: Pokemon Birthday,2014,tt3827180,movie,N/A
204,Pokémon Get TV,2013–,tt3952816,series,N/A
205,Pokemon fushigi no danjon: Ikuzo! Arashi no boukendan,2009,tt1731215,game,N/A
206,Pokemon fushigi no danjon: Susume! Honoo no boukendan,2009,tt1731216,game,N/A
207,Pokémon Sun Version,2016,tt5521102,game,https://m.media-amazon.com/images/M/MV5BMDE2ZDQ4NDEtMjAwMS00ZjMyLTk5MzQtNWI0YjNjNjFiY2Y1XkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_SX300.jpg
208,Pokémon Moon Version,2016,tt5521106,game,https://m.media-amazon.com/images/M/MV5BNjRhYWIwYTEtNWJjYi00YTZmLTk3YmYtMjE2ZGQwZGU0ZmVlXkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_SX300.jpg
209,Pokemon Co-Master,2016,tt5674080,game,N/A
210,Pokémon Go,2016,tt5024026,game,N/A
211,Pokemon Z,2016,tt5291066,game,N/A
212,Pokemon,2009,tt4009276,movie,N/A
213,Pokemon Adventure (Fan Film),2018,tt4260428,movie,N/A
214,Pokemon Rivals Trailer,2015,tt4536766,movie,N/A
215,Pokémon Shuffle,2015,tt4673662,game,N/A
216,Pokémon Go: Squad Battle,2016,tt5926508,movie,https://m.media-amazon.com/images/M/MV5BZjk1ZGE4MzctZWYwZC00M2FmLWFmNDQtYzNhNTJjMmNhZWQzXkEyXkFqcGdeQXVyNjY1NTU5MjU@._V1_SX300.jpg
217,Josh & Joey Sell Pokémon Cards,2016,tt5935848,movie,https://m.media-amazon.com/images/M/MV5BZDg4MDUyYjQtNDc3Yy00NjUwLThiNTAtZWQ5YmVhMDM2ZjhjXkEyXkFqcGdeQXVyNTk1MDk3NDA@._V1_SX300.jpg
218,Pokémon: Far and Wide,2016,tt5960722,movie,N/A
219,Signs That Pokemon GO Has Taken Over Your Life,2016,tt5884646,movie,https://m.media-amazon.com/images/M/MV5BYjRmNTk2NzktNWM0Yi00NWU2LTkyZGUtZTMzODkxMjg5MWRhXkEyXkFqcGdeQXVyNjY1NTU5MjU@._V1_SX300.jpg
220,Pokemon Go: True Champions,2016,tt5888770,movie,https://m.media-amazon.com/images/M/MV5BMjdhNDcwZGUtMDczMS00ZjhmLTg0MmQtMTdhMGQ1NTI1ZDVkXkEyXkFqcGdeQXVyMjcwMjk2MTk@._V1_SX300.jpg
221,Pokémon vs. My Little Pony: Animeme Rap Battles,2016,tt6280020,movie,N/A
222,Pokemon Go-lympics,2016,tt6286422,movie,N/A
223,Pokémon Uncensored Edition,2016,tt6300640,game,N/A
224,Pokémon Shiny Gold Version,2007,tt6302156,game,N/A
225,Pokémon Blue Sea Edition,2007,tt6302162,game,N/A
226,Pokémon Crystal Shards Version,2009,tt6302166,game,N/A
227,Pokémon: A Great Journey,2016,tt6315050,movie,N/A
228,Pokemon Go ga kaeta sekai,2016,tt6327004,movie,N/A
229,Minecraft Animations - Pokémon Videos,2016–2017,tt7818364,series,https://m.media-amazon.com/images/M/MV5BYjZhN2RjZDgtNjQwNy00OTMyLTg1ODMtNWNlMjhiNTU4MmQ5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg
230,Pokemon Go IRL,2016,tt7874258,series,N/A
231,Pokemon Go Revenge,2016,tt7944784,movie,https://m.media-amazon.com/images/M/MV5BOTM3OTM4YWItOTE0OC00ZTNjLWEwODEtZjhlMDAxZjQzNmMwXkEyXkFqcGdeQXVyNTY3NDAxMTU@._V1_SX300.jpg
232,Pokemon GO Bird Catcher,2016,tt6594058,movie,N/A
233,Pokémon Prism Version,2010,tt6190066,game,https://m.media-amazon.com/images/M/MV5BMzk4ZmY1NDItYzQzZS00MjMzLTg0Y2UtMTQ4Nzk1NjU4Mjk4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
234,Pokémon Stars,2017,tt6259894,game,N/A
235,Why I'm Not on Pokemon Go,2016,tt8451240,movie,https://m.media-amazon.com/images/M/MV5BODYzZGE0YWEtNmFlYS00MTVmLTllMjQtNzRkYzlhYjg4MDFjXkEyXkFqcGdeQXVyNjczNDUwMzk@._V1_SX300.jpg
236,"Pokémon: Let's Go, Pikachu!",2018,tt8488342,game,https://m.media-amazon.com/images/M/MV5BOGQxNzZhMGMtYWE1My00ZGFiLWIzZGEtN2JhMmEyMzk5NTM3XkEyXkFqcGdeQXVyMTEzNjA2NzM@._V1_SX300.jpg
237,"Pokémon: Let's Go, Eevee!",2018,tt8488352,game,https://m.media-amazon.com/images/M/MV5BNDM0MDg3NjctOTFjNC00MjkwLThkNTUtMmQ3YjYzMjFhNjlmXkEyXkFqcGdeQXVyMTEzNjA2NzM@._V1_SX300.jpg
238,One Direction: Super Pokemon Rumble - At Home With One Direction Commercial,2011,tt8497882,movie,https://m.media-amazon.com/images/M/MV5BNDgwZGJjMDgtOTU4Yy00OGIwLTkzYjctMTk0ODY2MDEzMTA5XkEyXkFqcGdeQXVyNjExMjE5OTM@._V1_SX300.jpg
239,Le chasseur et la fille aux Pokémon,2018,tt8591194,movie,https://m.media-amazon.com/images/M/MV5BNzZkOTdjMzAtMGIzOC00MWUzLTllZDctNzI2MWQ1Mzk5MmM2XkEyXkFqcGdeQXVyNTI1NjkwMjI@._V1_SX300.jpg
240,Pokemon Red and Blue: Link Cable,1996,tt8188048,movie,https://m.media-amazon.com/images/M/MV5BMTU5NjYyMmEtNGUzOS00OGQxLWFhNTktYjgzMDg2MDBmYjEyXkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_SX300.jpg
241,Camp Pokémon,2014,tt8215978,game,https://m.media-amazon.com/images/M/MV5BYzUzNzdhNmUtM2UxNi00ZDgxLWE4ZTctOTRkYTE3ZDU2NjRlXkEyXkFqcGdeQXVyMjMxOTcxOTI@._V1_SX300.jpg
242,Naomi Pokemon Adventures,2018–,tt8248004,series,N/A
243,When Pokémon Go Goes Too Far,2016,tt5908356,movie,N/A
244,The Last Pokemon,2016,tt6054054,movie,N/A
245,Becoming a Master: The Ultimate Pokémon Experience,1999,tt6342158,series,https://m.media-amazon.com/images/M/MV5BOTA4NTYwYjktZTg2YS00NzMxLWFiNmYtZGExZTZjYTE1MmRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
246,Pokemon GO: Players,2017,tt6387002,movie,N/A
247,Pokémon: PokéRap GS,2001,tt6401574,movie,https://m.media-amazon.com/images/M/MV5BYWFlNmYxOWItZDZjNS00ZjBhLWE4ZWItZGNjYzFhZjQzMGViXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
248,True Life: Pokémon Go,2016,tt6687880,movie,N/A
249,20/20 Pokémon GO Scandal,2016,tt6771608,movie,https://m.media-amazon.com/images/M/MV5BZWQ1NmQ1YTYtODRiOS00MDk1LWJiYjYtZmRlMGJkY2M1MmI3XkEyXkFqcGdeQXVyNzEzODgwNzY@._V1_SX300.jpg
250,Pokemon peripeteies,1999,tt6824600,movie,https://m.media-amazon.com/images/M/MV5BYWFlMzBlM2EtZjY1Ni00NTM2LWE5ZGQtNjIxYzk4YjBhMjVlXkEyXkFqcGdeQXVyNjY0NzU4Nzc@._V1_SX300.jpg
251,Pokemon Deo Mu-bi XY&Z Bolkenion: Gigyewanggukui Bimil,2016,tt6857344,movie,N/A
252,Pokémon Ultra Sun & Ultra Moon,2017,tt6998734,game,https://m.media-amazon.com/images/M/MV5BZDE1NWVhYjktOTE2Mi00ZDAyLWIxZTgtZGVkMDVjYzk2MzBiXkEyXkFqcGdeQXVyNjExODg3OTc@._V1_SX300.jpg
253,Scent of a Pokémon,2017,tt7003996,movie,https://m.media-amazon.com/images/M/MV5BMDJhZTk0MjEtYzdiNC00MjQ1LWExNGQtMzc3YmRiMDI4OTlmXkEyXkFqcGdeQXVyMzI3MDU4MDk@._V1_SX300.jpg
254,"I'll Always Choose You Pikachu: A Pokemon Tragedy, The Death of Ash and Pikachu",2017,tt7093732,movie,https://m.media-amazon.com/images/M/MV5BNjNkMTE0YjQtNTI1OS00NjlhLWFkNzYtMjhiMDYxY2NiM2IwXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
255,The Pokemon Go Presidential Candidates' Statement,2016,tt7259196,movie,N/A
256,The Pokémon Entrapment,2015,tt7317352,movie,https://m.media-amazon.com/images/M/MV5BYjk3ZTkzZDEtNGM0NC00NGRiLWI4NmMtNGE5YWY3NDM2ZDMyXkEyXkFqcGdeQXVyMTg1NTc0Mjc@._V1_SX300.jpg
257,Pokémon Flippo Update,2001–2002,tt7567682,series,https://m.media-amazon.com/images/M/MV5BMTE4OTNmMGQtNzEzZi00ZGMyLWE5ZDgtYWViMzBlOGIzYTIwXkEyXkFqcGdeQXVyODQ3MDgwNzE@._V1_SX300.jpg
258,Pokemon Logic,2017,tt7619820,movie,N/A
259,"Parents Try Guessing What Their Kid Will Do with $100 (Infinity Gauntlet, Pokemon)",2020,tt14088950,series,N/A
260,Not Another Pokémon Battle,2013,tt14545136,movie,N/A
261,Pokemon Venture,2018–,tt14701742,series,N/A
262,Pokemon WTF Moments,2020–,tt14709718,series,https://m.media-amazon.com/images/M/MV5BOGI3OGMxOGItMmJmYy00YTY1LTkyZWEtODY4ODAyMDQxZGFjXkEyXkFqcGdeQXVyMTI3MjczNjQ3._V1_SX300.jpg
263,(Ace Trainer Liam) Top 10 Galar Pokemon,2020,tt14710792,movie,N/A
264,(Ace TrainerLiam) Top 10 Alola Pokemon,2020,tt14710820,movie,N/A
265,(Ace Trainer Liam) Top 10 Kalos Pokemon,2019,tt14710864,movie,N/A
266,Ace Trainer Liam: Top 10 Unova Pokemon,2019,tt14710890,movie,N/A
267,(Ace Trainer Liam) Top 10 Sinnoh Pokemon,2019,tt14710916,movie,N/A
268,(Ace Trainer Liam) Top 10 Hoenn Pokemon,2019,tt14710948,movie,N/A
269,(Ace Trainer Liam) Top 10 Johto Pokemon,2019,tt14710974,movie,N/A
270,(Ace Trainer Liam) Top 10 Kanto Pokemon,2019,tt14711010,movie,N/A
271,Ace Trainer Liam Top 10 Dragon Type Pokemon,2019,tt14711030,movie,N/A
272,(Ace Trainer Liam) Top 10 Rock Type Pokemon,2019,tt14711038,movie,N/A
273,(Ace Trainer Liam) Top 10 Ice Type Pokemon,2019,tt14711050,movie,N/A
274,(Ace Trainer Liam) Top 10 Flying Type Pokemon,2019,tt14711070,movie,N/A
275,Ace Trainer Liam Top 10 Bug Type Pokemon,2019,tt14711096,movie,N/A
276,Ace Trainer Liam Top 10 DarkType Pokemon,2019,tt14711112,movie,N/A
277,(Ace Trainer Liam) Top 10 Ghost Type Pokemon,2019,tt14711148,movie,N/A
278,(Ace Trainer Liam) Top 10 Psychic Type Pokémon,2019,tt14711160,movie,N/A
279,(Ace Trainer Liam) Top 10 Poison Type Pokémon,2019,tt14711206,movie,N/A
280,(Ace Trainer Liam) Top 10 Grass Type Pokémon,2019,tt14711242,movie,N/A
281,(Ace Trainer Liam) Top 10 Ground Type Pokémon,2019,tt14711272,movie,N/A
282,Ace Trainer Liam Top 10 Electric Type Pokémon,2019,tt14711298,movie,N/A
283,(Ace Trainer Liam) Top 10 Water Type Pokémon,2019,tt14711328,movie,N/A
284,(Ace Trainer Liam) Top 10 Fire Type Pokémon,2018,tt14711338,movie,N/A
285,(Ace Trainer Liam) Top 10 Steel Type Pokémon,2018,tt14711344,movie,N/A
286,Ace Trainer Liam Top 10 Fairy Type Pokémon,2018,tt14711358,movie,N/A
287,(Ace Trainer Liam) Top 10 Fighting Type Pokémon,2018,tt14711378,movie,N/A
288,(Ace Trainer Liam) Top 10 Normal Type Pokémon,2018,tt14711396,movie,N/A
289,(Ace Trainer Liam) Top 10 Pokémon I Would Eat,2018,tt14711418,movie,N/A
290,(Ace Trainer Liam) Top 10 Pokémon the Internet Wants Me to Put in this Top 10,2018,tt14711446,movie,N/A
291,(Ace Trainer Liam) Top 10 Stupidly Overpowered Pokémon,2018,tt14711468,movie,N/A
292,(Ace Trainer Liam) Top 10 Pokémon Let's Play Types,2018,tt14711494,movie,N/A
293,(Ace Trainer Liam) Top 10 Things We Know So Far About Pokémon Ultra Sun and Ultra Moon,2017,tt14711528,movie,N/A
294,(Ace Trainer Liam) Top 10 Pokémon Pets,2017,tt14711548,movie,N/A
295,(Ace Trainer Liam) Top 10 New Z Moves for Pokémon Ultra Sun and Ultra Moon,2017,tt14711570,movie,N/A
296,(Ace Trainer Liam) Top 10 Pokémon Gym Leaders,2017,tt14711576,movie,N/A
297,(Ace Trainer Liam) Top 10 Fastest Pokémon,2017,tt14711600,movie,N/A
298,Ace Trainer Liam Top 10 Cutest Pokémon,2017,tt14711636,movie,N/A
299,(Ace Trainer Liam) Top 10 Overrated Pokémon,2017,tt14711644,movie,N/A
300,(Ace Trainer Liam) Top 10 Shiny Pokémon,2017,tt14711672,movie,N/A
301,(Ace Trainer Liam) Top 10 Pokémon with the Wrong Type,2017,tt14711696,movie,N/A
302,(Ace Trainer Liam) Top 10 Pokémon I Don't Like,2017,tt14711734,movie,N/A
303,Ace Trainer Liam: Pokémon: Top 10 Final Starter Evolutions,2017,tt14711756,movie,N/A
304,Ace Trainer Liam Shiny Pokemon: Top 10 Unexpected Shinies,2016,tt14711770,movie,N/A
305,Ace Trainer Liam: My Top 10 Favourite Pokémon,2015,tt14711786,movie,N/A
306,Ace Trainer Liam Pokémon: Top 10 Mega Evolutions,2015,tt14711798,movie,N/A
307,Ace Trainer Liam Pokémon: Top 10 Infernapes and Sceptiles,2015,tt14711830,movie,N/A
308,(Ace Trainer Liam) Top 10 Pokemon of Ash Ketchum,2015,tt14711884,movie,N/A
309,(Ace Trainer Liam) Top 5 Games Pokémon Should Crossover With,2018,tt14711920,movie,N/A
310,(Ace Trainer Liam) Top 5 Saddest Goodbyes in the Pokémon Anime,2015,tt14711954,movie,N/A
311,(Ace Trainer Liam) Top 5 Pokémon Owned by James (Team Rocket) in the Anime,2015,tt14711970,movie,N/A
312,(Ace Trainer Liam) Top 5 Pokémon of Jessie (Team Rocket),2015,tt14711988,movie,N/A
313,(Ace Trainer Liam) Top 5 Pokémon Owned by Misty in the Anime,2015,tt14712018,movie,N/A
314,(ace Trainer Liam) Top 5 Pokémon of Brock,2016,tt14712046,movie,N/A
315,Every Pokémon Ever,2021–,tt14780766,series,https://m.media-amazon.com/images/M/MV5BOWIxNmZlZmUtZWU1Yy00ZGFhLTkwNmUtN2JlNzQzNzIyYjRhXkEyXkFqcGdeQXVyNDE3NjczOTI@._V1_SX300.jpg
316,"Pokemon WTF Moments (S01E69) - Lights, Camera, Quack-tion",2021,tt14799792,movie,N/A
317,Janaína Bianchi: Tema Original de Pokémon,2020,tt15043852,movie,https://m.media-amazon.com/images/M/MV5BMTVkMGYzMDUtNjJmZC00N2UyLTk3NzEtMWJiZWYwZmVlMjM1XkEyXkFqcGdeQXVyOTA1ODU0Mzc@._V1_SX300.jpg
318,Pokemon Timeline Explained,2016–,tt15223034,series,https://m.media-amazon.com/images/M/MV5BN2EzODAxY2EtMjcyYy00YjNhLWI0MzQtNWQ2NjVhMmE2M2VlXkEyXkFqcGdeQXVyMTMzNTcxNjcx._V1_SX300.jpg
319,10 Pokemon That Actually Died!,2021,tt15223088,movie,N/A
320,15 Biggest Mistakes That YOU Made in Pokemon!,2021,tt15223100,movie,N/A
321,51 Funniest Pokemon Quotes!,2021,tt15223106,movie,N/A
322,10 Surprisingly Strong Pokemon Trainers!,2021,tt15223116,movie,N/A
323,51 Weird Pokemon Stats!,2021,tt15223124,movie,N/A
324,15 Hilariously Overpowered Pokemon!,2021,tt15223132,movie,N/A
325,Top 10 Smartest Pokemon!,2021,tt15223144,movie,N/A
326,Top 10 Strongest Pokemon of All Time!,2021,tt15223180,movie,N/A
327,Top 10 Strongest Pokemon of All Time!,2020,tt15223190,movie,N/A
328,Top 10 Most Expensive Pokemon Cards!,2020,tt15223194,movie,N/A
329,Top 10 Most Forgettable Pokemon!,2020,tt15223198,movie,N/A
330,Top 10 Worst Trades in Pokemon!,2020,tt15223214,movie,N/A
331,15 Game-Ending Softlocks in Pokemon!,2020,tt15223222,movie,N/A
332,Top 10 Game-Breaking Pokemon Glitches!,2020,tt15223226,movie,N/A
333,Top 10 Pokemon That Were Banned!,2020,tt15223228,movie,N/A
334,10 Unique Pokemon That Will Amaze You!,2020,tt15223234,movie,N/A
335,51 Useless Things in Pokemon!,2020,tt15223240,movie,N/A
336,Top 10 Rarest Event Pokemon of All Time!,2020,tt15223244,movie,N/A
337,Top 10 Strongest Pokemon Champions!,2020,tt15223246,movie,N/A
338,51 Weirdest Things in Pokemon!,2020,tt15223248,movie,N/A
339,15 Unsolved Mysteries in Pokemon!,2020,tt15223252,movie,N/A
340,Top 10 Impossible Things in Pokemon!,2019,tt15223256,movie,N/A
341,Top 10 Weirdest Pokemon Evolutions!,2019,tt15223258,movie,N/A
342,Top 10 Hardest Pokemon to Catch!,2019,tt15223260,movie,N/A
343,Top 10 Pokemon You'd Rather Not Encounter!,2019,tt15223264,movie,N/A
344,Top 10 Pokemon That Should Get Galarian Forms in Pokemon Sword and Shield!,2019,tt15223274,movie,N/A
345,Ranking All 101 Unused Pokemon from Worst to Best!,2019,tt15223276,movie,N/A
346,Top 10 Pokemon That Deserve Legendary!,2019,tt15223280,movie,N/A
347,Top 10 Pokemon You'd Rather Not Evolve!,2019,tt15223286,movie,N/A
348,Top 10 NEW Type Combinations for Pokemon Sword and Shield!,2019,tt15223290,movie,N/A
349,Top 10 Rarest Shiny Pokemon of All Time!,2018,tt15223298,movie,N/A
350,Top 10 Things That I Want to See in Pokemon Switch!,2018,tt15223304,movie,N/A
351,Top 10 Biggest Changes in Pokemon!,2018,tt15223308,movie,N/A
352,If Pokemon Games Were Self Aware (Parody),2020,tt15223318,movie,N/A
353,If Pokemon Was More Realistic (Parody),2020,tt15223320,movie,N/A
354,If Pokemon Games Were EVEN MORE Self Aware (Parody),2020,tt15223322,movie,N/A
355,If Pokemon Were Real (Parody),2017,tt15223324,movie,N/A
356,The Greatest Pokemon Battle of All Time,2017,tt15223326,movie,N/A
357,If Ash Was in the Pokemon Games (Parody),2017,tt15223330,movie,N/A
358,Top 10 Most EVIL Pokemon!,2018,tt15223340,movie,N/A
359,Top 10 Unpopular Pokemon with Interesting Backstories!,2017,tt15223348,movie,N/A
360,Top 10 LOST Pokemon Evolutions!,2017,tt15223350,movie,N/A
361,Top 10 Most Broken Pokemon!,2017,tt15223360,movie,N/A
